grubhub_slug,grubhub_business_hours,ubereats_slug,ubereats_business_hours,is_out_range
janesjuic_mariotheba_gh,7560,janesjuicebar_heavenlymarketi_ue,1439,Out of Range
theomelett_heavenlyma_gh,7140,theomelettefarm_1stavegourmetde_ue,1080,Out of Range
johnspizz_sicilianpi_gh,6660,johnspizzaden_michaelangelosp_ue,600,Out of Range
thevillage_greenolive_gh,6720,thevillagesmoot_salsplacedeligr_ue,1439,Out of Range
devilsburgerbar_princedelimarke_gh,9090,devilsburgerbar_princedelimarke_ue,1439,Out of Range
oliviassa_paninigril_gh,10080,oliviassandwich_seaportdeli_ue,1439,Out of Range
morningseafoodc_chelseapapaya_gh,10080,morningseafoodc_chelseapapaya_ue,1439,Out of Range
bartsburg_paninicafe_gh,5460,bartsburgerbar_villagecafegril_ue,630,Out of Range
devilsbur_allnitepiz_gh,4140,devilsburgerbar_mrpizzaman_ue,780,Out of Range
jasminsco_1stavegour_gh,8400,jasminscoffeeba_goldstreetmarke_ue,1439,Out of Range
strictlyve_bigfamousd_gh,8400,strictlyvegetar_omegasaladbarde_ue,6930,Out of Range
sicilysca_sicilianpi_gh,5670,sicilyscalzoneh_mariothebaker_ue,809,Out of Range
theburgerb_marhabaind_gh,3930,theburgerbae_milanspizzeriap_ue,870,Out of Range
theburgerp_bigfamousd_gh,8400,theburgerpassio_omegasaladbarde_ue,6930,Out of Range
brooklyns_remedydine_gh,10080,brooklynsbreakf_seaportdeli_ue,10073,Out of Range
theburgerblade_citideli_gh,10080,theburgerblade_hudsonmarketpla_ue,10073,Out of Range
theomelettefarm_paninicafe_gh,10080,theomelettefarm_paninicafe_ue,10073,Out of Range
mariosita_marhabaind_gh,6300,mariositalianri_milanspizzeriap_ue,900,Out of Range
thecheeseb_bigfamousd_gh,10080,thecheeseburger_omegasaladbarde_ue,6930,Out of Range
firenzepas_sicilianpi_gh,5880,firenzepastaris_plazamarketquee_ue,5033,Out of Range
nybreakfas_originalpi_gh,7860,nybreakfastspot_olivesorganicma_ue,1200,Out of Range
martyswra_salsplace_gh,8400,martyswrapsshac_bigfamousdeligr_ue,1439,Out of Range
farmersmar_lincolngou_gh,4410,farmersmar_frescopizz_ue,5550,Out of Range
antoniosq_allnitepiz_gh,4140,antoniosquesadi_mrpizzaman_ue,690,Out of Range
breakfastb_plazamarke_gh,6090,breakfastburrit_crosstowndinerc_ue,870,Out of Range
kellyspan_villagecaf_gh,10080,kellyspancakeba_plazamarketquee_ue,1439,Out of Range
thesandwic_citideli_gh,6480,thesandwichcafe_headlinesdiner_ue,960,Out of Range
theomelett_seaportdel_gh,5880,theomelettefarm_1upbistro_ue,540,Out of Range
wonderland_1upbistro_gh,3060,wonderlandwraps_farmerspizzagri_ue,840,Out of Range
planeteart_miyucatan_gh,7560,planetearthsala_lemontreegourme_ue,1439,Out of Range
bigeasesmo_palacerest_gh,7560,bigeasesmoothie_wesamdeli_ue,7560,In Range
italiandes_paninigril_gh,10080,italiandesserts_seaportdeli_ue,1439,Out of Range
morningsea_paninigril_gh,7560,morningseafoodc_remedydiner_ue,1439,Out of Range
primapaninibar_lincolngourmetd_gh,10080,primapaninibar_lincolngourmetd_ue,1439,Out of Range
suzanness_miyucatan_gh,7560,suzannessubsand_lemontreegourme_ue,1439,Out of Range
butterchic_goldstreet_gh,4260,butterchickensn_canteendesidhab_ue,3120,Out of Range
theburgerc_headlinesd_gh,10080,theburgerco_sicilianpizzapa_ue,10073,Out of Range
martyswra_1stavegour_gh,8400,martyswrapsshac_goldstreetmarke_ue,1439,Out of Range
burritolov_gaters_gh,5640,burritoloversba_miyucatan_ue,780,Out of Range
hilltopsan_modenapizz_gh,6090,hilltopsandwich_modenapizzaicec_ue,870,Out of Range
frenchomel_originalpi_gh,7860,frenchomeletteb_olivesorganicma_ue,1200,Out of Range
themontage_heavenlyma_gh,7575,themontageveget_aladdinskitchen_ue,7455,Out of Range
thegourmet_salsplace_gh,10080,thegourmetburge_omegasaladbarde_ue,6930,Out of Range
bageldynas_miyucatan_gh,10080,bageldynasty_lemontreegourme_ue,10073,Out of Range
leescoffe_sicilianpi_gh,5880,leescoffeetea_plazamarketquee_ue,1439,Out of Range
daynnightp_paninigril_gh,10080,daynnightpancak_remedydiner_ue,10073,Out of Range
janesjuic_heavenlyma_gh,10080,janesjuicebar_chelseafinefood_ue,1049,Out of Range
thepastatw_heavenlyma_gh,10080,thepastatwins_chelseafinefood_ue,1049,Out of Range
highlifepi_1upbistro_gh,5580,highlifepizzas_farmerspizzagri_ue,840,Out of Range
bigbellypa_miyucatan_gh,10080,bigbellypaninis_lemontreegourme_ue,1439,Out of Range
espressoco_marhabaind_gh,10080,espressocoffeee_lemontreegourme_ue,1439,Out of Range
theburgertrilog_lincolngourmetd_gh,10080,theburgertrilog_lincolngourmetd_ue,1439,Out of Range
princesspa_heavenlyma_gh,7140,princesspanini_1stavegourmetde_ue,1080,Out of Range
wonderland_canteendes_gh,10080,wonderlandwraps_americanchoiceg_ue,10073,Out of Range
themontage_miyucatan_gh,7980,themontageveget_lemontreegourme_ue,10073,Out of Range
thesmoothe_remedydine_gh,5880,thesmootheaze_1upbistro_ue,5880,In Range
bosscatbreakfas_lincolngourmetd_gh,10080,bosscatbreakfas_lincolngourmetd_ue,10073,Out of Range
thepancakespot_heavenlyma_gh,10080,thepancakespot_chelseafinefood_ue,10073,Out of Range
thesaladgod_daddysdelights_gh,6000,thesaladgod_daddysdelights_ue,900,Out of Range
dannysdes_plazamarke_gh,6090,dannysdesserts_crosstowndinerc_ue,6090,In Range
slapjackpa_palacerest_gh,7560,slapjackpancake_wesamdeli_ue,7140,Out of Range
fatcheesesteaks_classicpizza_gh,6480,fatcheesesteaks_classicpizza_ue,1800,Out of Range
prosperous_olivesorga_gh,8820,prosperousfried_americanchoiceg_ue,10073,Out of Range
thejuiceaf_remedydine_gh,5640,thejuiceaffair_1upbistro_ue,540,Out of Range
charliesc_hudsonmark_gh,6300,charlieschicken_michaelangelosp_ue,600,Out of Range
chrisschi_hudsonmark_gh,6300,chrisschickente_michaelangelosp_ue,600,Out of Range
thegyrobar_greenolive_gh,10080,thegyrobar_salsplacedeligr_ue,1439,Out of Range
thepancake_miyucatan_gh,7980,thepancakehero_lemontreegourme_ue,1439,Out of Range
pennyschickente_chelseapapaya_gh,10080,pennyschickente_chelseapapaya_ue,1439,Out of Range
alisgyrolab_frescopizzagril_gh,7995,alisgyrol_frescopizz_ue,1140,Out of Range
bennysbuffalowi_classicpizza_gh,6480,bennysbuffalowi_classicpizza_ue,900,Out of Range
halalgyroo_plazamarke_gh,7560,halalgyrooverri_wesamdeli_ue,7140,Out of Range
italiandes_bigfamousd_gh,6930,italiandesserts_omegasaladbarde_ue,6930,In Range
theburgerj_hudsonmark_gh,6000,theburgerjoint_michaelangelosp_ue,1020,Out of Range
amoreitali_hudsonmark_gh,6600,amoreitaliandes_sicilianpizzapa_ue,10073,Out of Range
devilsburgerbar_princedelimarke_gh,9090,devilsburgerbar_princedelimarke_ue,8460,Out of Range
toastnroas_wesamdeli_gh,10080,toastnroastbrea_citideli_ue,10073,Out of Range
addictivef_olivesorga_gh,7140,addictivefriedc_allnitepizza_ue,5880,Out of Range
romanspiz_allnitepiz_gh,5400,romanspizzaoven_mrpizzaman_ue,720,Out of Range
dripcheckc_sicilianpi_gh,5880,dripcheckcoffee_plazamarketquee_ue,5033,Out of Range
thesaladdr_allnitepiz_gh,5400,thesaladdream_mrpizzaman_ue,720,Out of Range
sincityburgersp_daddysdelights_gh,5640,sincityburgersp_daddysdelights_ue,480,Out of Range
herosandwi_michaelang_gh,10080,herosandwichsho_heavenlymarketi_ue,1439,Out of Range
tacoparadi_remedydine_gh,5520,tacoparadiso_1upbistro_ue,540,Out of Range
heavensbu_plazamarke_gh,7560,heavensburgers_wesamdeli_ue,7560,In Range
oliviasbr_paninicafe_gh,5310,oliviasbreakfas_villagecafegril_ue,630,Out of Range
classiccheesebu_classicpizza_gh,6480,classiccheesebu_classicpizza_ue,900,Out of Range
nehasindi_vbiryaniz_gh,5040,nehasindianrest_marhabaindian_ue,720,Out of Range
thepancake_miyucatan_gh,7980,thepancakehero_lemontreegourme_ue,10073,Out of Range
alyssasdes_marhabaind_gh,10080,alyssasdessertb_lemontreegourme_ue,10073,Out of Range
perryspizzaparl_frescopizzagril_gh,7995,perryspiz_frescopizz_ue,5550,Out of Range
rjsphilly_1stavegour_gh,10080,rjsphillycheese_goldstreetmarke_ue,7560,Out of Range
bombayseaf_tlkitche_gh,5040,bombayseafoodgr_marhabaindian_ue,5040,In Range
theburgerb_1upbistro_gh,5640,theburgerblade_farmerspizzagri_ue,840,Out of Range
angeloswr_paninigril_gh,10080,angeloswrapssho_seaportdeli_ue,1439,Out of Range
oldtownsandwich_chelseapapaya_gh,10080,oldtownsandwich_chelseapapaya_ue,1439,Out of Range
bosscatbreakfas_lincolngourmetd_gh,10080,bosscatbreakfas_lincolngourmetd_ue,1439,Out of Range
twohandbur_sicilianpi_gh,5040,twohandburger_sicilianpizzabr_ue,1439,Out of Range
marysomel_aladdinsk_gh,10080,marysomeletteba_chelseafinefood_ue,1049,Out of Range
dannysdes_1upbistro_gh,3030,dannysdesserts_farmerspizzagri_ue,840,Out of Range
hilltopsan_bigfamousd_gh,10080,hilltopsandwich_omegasaladbarde_ue,1439,Out of Range
alishalal_olivesorga_gh,5880,alishalalpizza_allnitepizza_ue,1080,Out of Range
thegourmet_heavenlyma_gh,7140,thegourmetburge_1stavegourmetde_ue,7140,In Range
devilsbur_allnitepiz_gh,4140,devilsburgerbar_mrpizzaman_ue,690,Out of Range
goldenbear_paninicafe_gh,5310,goldenbearsandw_villagecafegril_ue,4860,Out of Range
thechicken_modenapizz_gh,6090,thechickendream_modenapizzaicec_ue,870,Out of Range
fiestamexi_gaters_gh,5460,fiestamexicansp_miyucatan_ue,780,Out of Range
bartsburg_paninicafe_gh,5460,bartsburgerbar_villagecafegril_ue,4860,Out of Range
cheesecake_eastsidede_gh,7140,cheesecakeandde_bigfamousdeligr_ue,1439,Out of Range
arifsmedit_seaportdel_gh,6390,arifsmediterran_albashasubsdear_ue,960,Out of Range
wondaswra_citideli_gh,6480,wondaswrapcafe_headlinesdiner_ue,960,Out of Range
mollyschi_olivesorga_gh,7560,mollyschickenwi_allnitepizza_ue,1080,Out of Range
thesandwic_greenolive_gh,6720,thesandwichslut_salsplacedeligr_ue,1439,Out of Range
thesmoothi_marhabaind_gh,7560,thesmoothiesque_lemontreegourme_ue,1439,Out of Range
brooklyns_remedydine_gh,10080,brooklynsbreakf_seaportdeli_ue,1439,Out of Range
thebreakfa_plazamarke_gh,7140,thebreakfastdre_wesamdeli_ue,7560,Out of Range
italianpastajoi_daddysdelights_gh,5640,italianpastajoi_daddysdelights_ue,900,Out of Range
famousgyro_bigfamousd_gh,8400,famousgyrobar_omegasaladbarde_ue,6930,Out of Range
palmtreeju_originalpi_gh,8400,palmtreejuiceba_olivesorganicma_ue,8400,In Range
allansche_palacerest_gh,7560,allanscheeseste_wesamdeli_ue,7140,Out of Range
hilltopsan_bigfamousd_gh,10080,hilltopsandwich_omegasaladbarde_ue,6930,Out of Range
theburgerp_bigfamousd_gh,8400,theburgerpassio_omegasaladbarde_ue,1439,Out of Range
thesmoothe_remedydine_gh,5880,thesmootheaze_1upbistro_ue,4200,Out of Range
crispytenderssh_chelseapapaya_gh,10080,crispytenderssh_chelseapapaya_ue,1439,Out of Range
thesaladgod_princedelimarke_gh,9090,thesaladgod_princedelimarke_ue,8460,Out of Range
coffeecrem_originalpi_gh,8400,coffeecremasnob_olivesorganicma_ue,1140,Out of Range
farmergirl_remedydine_gh,10080,farmergirlsalad_remedydiner_ue,1439,Out of Range
icecreamba_1stavegour_gh,10080,icecreambakeryl_goldstreetmarke_ue,1439,Out of Range
celebrityveganb_frescopizzagril_gh,7995,celebrityv_frescopizz_ue,1140,Out of Range
halallambg_citideli_gh,7525,halallambgyrosp_hudsonmarketpla_ue,10073,Out of Range
alyssasdes_bigfamousd_gh,6090,alyssasdessertb_modenapizzaicec_ue,870,Out of Range
arifsmedit_tlkitche_gh,4620,arifsmediterran_gaters_ue,5040,Out of Range
kamalsvegetaria_desideli_gh,8610,kamalsvegetaria_desideli_ue,1079,Out of Range
frenchomel_mariotheba_gh,7560,frenchomeletteb_heavenlymarketi_ue,10073,Out of Range
manhattans_remedydine_gh,5640,manhattansaladb_1upbistro_ue,5880,Out of Range
crispyfala_tlkitche_gh,4620,crispyfalafella_gaters_ue,600,Out of Range
fionasbre_citideli_gh,6480,fionasbreakfast_headlinesdiner_ue,960,Out of Range
theministe_mariotheba_gh,7560,theministerwrap_heavenlymarketi_ue,1439,Out of Range
thehotpanc_originalpi_gh,7440,thehotpancake_olivesorganicma_ue,1140,Out of Range
alfredosparmigi_frescopizzagril_gh,7995,alfredosp_frescopizz_ue,1140,Out of Range
lucasphil_allnitepiz_gh,5400,lucasphillychee_mrpizzaman_ue,780,Out of Range
theburgerb_americanch_gh,5460,theburgerblade_mrpizzaman_ue,780,Out of Range
houseofpan_1upbistro_gh,10080,houseofpaninis_plazagourmetdel_ue,1439,Out of Range
chiefsche_theorigina_gh,7140,chiefscheeseste_plazagourmetdel_ue,1439,Out of Range
charliesc_hudsonmark_gh,6300,charlieschicken_michaelangelosp_ue,1020,Out of Range
healthysal_chelseafin_gh,5640,healthysaladbar_saranbrothersll_ue,5220,Out of Range
mightygril_mariotheba_gh,10080,mightygrilledch_heavenlymarketi_ue,1439,Out of Range
villageque_miyucatan_gh,10080,villagequesadil_lemontreegourme_ue,10073,Out of Range
alyssasdes_gaters_gh,5460,alyssasdessertb_miyucatan_ue,780,Out of Range
vegetarian_tlkitche_gh,5040,vegetarianvegan_marhabaindian_ue,5040,In Range
fionasfrenchtoa_paninicafe_gh,8400,fionasfrenchtoa_paninicafe_ue,1439,Out of Range
highlifepi_sicilianpi_gh,5670,highlifepizzas_mariothebaker_ue,5670,In Range
rooftopsan_paninicafe_gh,6720,rooftopsandwich_villagecafegril_ue,960,Out of Range
sarahssala_aladdinsk_gh,9690,sarahssaladbar_chelseafinefood_ue,1049,Out of Range
tanyasveg_marhabaind_gh,10080,tanyasvegetaria_lemontreegourme_ue,1439,Out of Range
beemansburgerba_chelseapapaya_gh,10080,beemansburgerba_chelseapapaya_ue,1439,Out of Range
burritolov_1stavegour_gh,10080,burritoloversba_goldstreetmarke_ue,1439,Out of Range
antoniosq_allnitepiz_gh,4140,antoniosquesadi_mrpizzaman_ue,780,Out of Range
nysmoothiejoint_princedelimarke_gh,9090,nysmoothiejoint_princedelimarke_ue,1439,Out of Range
thecalical_headlinesd_gh,10080,thecalicalzone_sicilianpizzapa_ue,10073,Out of Range
patricias_michaelang_gh,10080,patriciaspanini_heavenlymarketi_ue,1439,Out of Range
icecreamba_1stavegour_gh,10080,icecreambakeryl_goldstreetmarke_ue,7560,Out of Range
janesjuic_heavenlyma_gh,10080,janesjuicebar_chelseafinefood_ue,10073,Out of Range
nysmoothiejoint_princedelimarke_gh,9090,nysmoothiejoint_princedelimarke_ue,8460,Out of Range
morningseafoodc_chelseapapaya_gh,10080,morningseafoodc_chelseapapaya_ue,10073,Out of Range
theburgers_omegasalad_gh,7560,theburgerstack_remedydiner_ue,10073,Out of Range
chocolatecakesp_daddysdelights_gh,5880,chocolatecakesp_daddysdelights_ue,480,Out of Range
mediterran_wesamdeli_gh,8400,mediterraneansa_citideli_ue,1439,Out of Range
thegourmet_heavenlyma_gh,7140,thegourmetburge_1stavegourmetde_ue,1080,Out of Range
thepaninip_omegasalad_gh,10080,thepaniniprojec_paninigrill9371_ue,1439,Out of Range
highlifeco_remedydine_gh,8400,highlifecoffees_seaportdeli_ue,1439,Out of Range
theburgers_omegasalad_gh,7560,theburgerstack_remedydiner_ue,1439,Out of Range
antoniosq_paninicafe_gh,5310,antoniosquesadi_villagecafegril_ue,4050,Out of Range
papaspani_1stavegour_gh,10080,papaspanini_goldstreetmarke_ue,1439,Out of Range
pennyspancakes_princedelimarke_gh,9090,pennyspancakes_princedelimarke_ue,1439,Out of Range
bigeasesmo_palacerest_gh,7560,bigeasesmoothie_wesamdeli_ue,7140,Out of Range
lucaschic_miyucatan_gh,6510,lucaschickenwin_lemontreegourme_ue,10073,Out of Range
planeteart_seaportdel_gh,4920,planetearthsala_albashasubsdear_ue,960,Out of Range
bosscatche_heavenlyma_gh,7560,bosscatcheesest_1stavegourmetde_ue,1080,Out of Range
themontage_miyucatan_gh,7980,themontageveget_lemontreegourme_ue,1439,Out of Range
curtisfriedchic_chelseapapaya_gh,10080,curtisfriedchic_chelseapapaya_ue,1439,Out of Range
marthasbr_plazamarke_gh,7560,marthasbreakfas_wesamdeli_ue,7560,In Range
italianpan_paninicafe_gh,5460,italianpaniniba_villagecafegril_ue,630,Out of Range
thesaladgod_lincolngourmetd_gh,10080,thesaladgod_lincolngourmetd_ue,1439,Out of Range
bennysbuffalowi_classicpizza_gh,6480,bennysbuffalowi_classicpizza_ue,4680,Out of Range
sashassan_lincolngou_gh,8100,sashassan_frescopizz_ue,4440,Out of Range
salssmoot_bigfamousd_gh,10080,salssmoothiespo_omegasaladbarde_ue,1439,Out of Range
thefrenchf_bigfamousd_gh,8400,thefrenchfriesg_omegasaladbarde_ue,1439,Out of Range
smokenhotw_americanch_gh,7560,smokenhotwingsb_allnitepizza_ue,1080,Out of Range
thevalleyg_canteendes_gh,10080,thevalleygyrosp_americanchoiceg_ue,1439,Out of Range
luigispas_allnitepiz_gh,5460,luigispastarist_mrpizzaman_ue,780,Out of Range
classicitalianp_classicpizza_gh,3480,classicitalianp_classicpizza_ue,900,Out of Range
indianbiry_newyorktha_gh,5040,indianbiryanisn_marhabaindian_ue,720,Out of Range
pardonmypa_aladdinsk_gh,10080,pardonmypanini_chelseafinefood_ue,1049,Out of Range
theomelett_1upbistro_gh,7140,theomelettefarm_plazagourmetdel_ue,7140,In Range
thegyrosho_plazamarke_gh,7140,thegyroshop_wesamdeli_ue,7140,In Range
arifsmedit_seaportdel_gh,6390,arifsmediterran_albashasubsdear_ue,3840,Out of Range
arifsmedit_mrpizzama_gh,7560,arifsmediterran_salsplacedeligr_ue,6160,Out of Range
insomniabu_canteendes_gh,6300,insomniabuffalo_americanchoiceg_ue,10073,Out of Range
saucyhalalwings_frescopizzagril_gh,8100,saucyhalal_frescopizz_ue,5550,Out of Range
badrisbiryaniba_desideli_gh,10080,badrisbiryaniba_desideli_ue,10073,Out of Range
jaysbreak_wesamdeli_gh,8400,jaysbreakfastba_citideli_ue,1439,Out of Range
bartsburgerbar_chelseapapaya_gh,10080,bartsburgerbar_chelseapapaya_ue,1439,Out of Range
villagebreakfas_princedelimarke_gh,10080,villagebreakfas_princedelimarke_ue,1439,Out of Range
kevinsche_paninigril_gh,10080,kevinscheeseste_seaportdeli_ue,1439,Out of Range
thepancake_1stavegour_gh,10080,thepancakesnob_goldstreetmarke_ue,1439,Out of Range
bigdaddyswings_frescopizzagril_gh,7995,bigdaddys_frescopizz_ue,1140,Out of Range
alisgyrol_remedydine_gh,5640,alisgyrolab_1upbistro_ue,540,Out of Range
divyasdum_tlkitche_gh,5070,divyasdumbiryan_marhabaindian_ue,720,Out of Range
franksphillyche_daddysdelights_gh,5640,franksphillyche_daddysdelights_ue,900,Out of Range
arifsmedit_americanch_gh,4500,arifsmedit_greenolive_ue,690,Out of Range
divyasdum_goldstreet_gh,4200,divyasdumbiryan_canteendesidhab_ue,3116,Out of Range
theshawarm_1stavegour_gh,10080,theshawarmabar_goldstreetmarke_ue,1439,Out of Range
carmensbr_eastsidede_gh,7560,carmensbreakfas_bigfamousdeligr_ue,1439,Out of Range
chickenten_plazamarke_gh,6090,chickentendersb_crosstowndinerc_ue,870,Out of Range
antoniosq_wesamdeli_gh,7980,antoniosquesadi_citideli_ue,1439,Out of Range
savorychaa_goldstreet_gh,4200,savorychaathous_canteendesidhab_ue,390,Out of Range
celebrityv_americanch_gh,7140,celebrityveganb_allnitepizza_ue,1080,Out of Range
nancysgrilledch_wesamdeli_gh,7560,nancysgrilledch_wesamdeli_ue,1080,Out of Range
ambrosialw_sicilianpi_gh,6300,ambrosialwings_michaelangelosp_ue,6120,Out of Range
thechicken_tlkitche_gh,4620,thechickendream_gaters_ue,5040,Out of Range
thefarmers_allnitepiz_gh,6480,thefarmerssalad_eastsidedeli_ue,960,Out of Range
halalchickenspo_frescopizzagril_gh,7995,halalchick_frescopizz_ue,5550,Out of Range
theburgerh_tlkitche_gh,4620,theburgerhole_gaters_ue,5040,Out of Range
persiangyr_tlkitche_gh,4620,persiangyrobar_gaters_ue,600,Out of Range
goldenbear_mariotheba_gh,7560,goldenbearsandw_heavenlymarketi_ue,1439,Out of Range
pardonmypa_hudsonmark_gh,6510,pardonmypanini_hudsonmarketpla_ue,1439,Out of Range
slapjackpa_palacerest_gh,7560,slapjackpancake_wesamdeli_ue,7560,In Range
hollysbur_paninicafe_gh,6720,hollysburgerbar_villagecafegril_ue,630,Out of Range
rooftopsan_paninicafe_gh,6720,rooftopsandwich_villagecafegril_ue,630,Out of Range
cheesecake_lincolngou_gh,7995,cheesecake_frescopizz_ue,1140,Out of Range
thepastatw_villagecaf_gh,5040,thepastatwins_sicilianpizzabr_ue,1439,Out of Range
chrisschickente_chelseapapaya_gh,10080,chrisschickente_chelseapapaya_ue,10073,Out of Range
maryssala_allnitepiz_gh,5190,maryssaladco_mrpizzaman_ue,720,Out of Range
pardonmypa_hudsonmark_gh,6510,pardonmypanini_hudsonmarketpla_ue,10073,Out of Range
localbreak_citideli_gh,10080,localbreakfasts_hudsonmarketpla_ue,719,Out of Range
jjsphillycheese_lincolngourmetd_gh,10080,jjsphillycheese_lincolngourmetd_ue,10073,Out of Range
veganfalaf_tlkitche_gh,4200,veganfalafelspo_gaters_ue,600,Out of Range
strictlyve_bigfamousd_gh,8400,strictlyvegetar_omegasaladbarde_ue,1439,Out of Range
insomniabuffalo_daddysdelights_gh,5640,insomniabuffalo_daddysdelights_ue,480,Out of Range
theburgerh_theorigina_gh,7140,theburgerhole_plazagourmetdel_ue,1439,Out of Range
frankiesb_omegasalad_gh,10080,frankiesburgerb_paninigrill9371_ue,1439,Out of Range
fionaspan_paninicafe_gh,4740,fionaspancakeba_villagecafegril_ue,630,Out of Range
theburgerb_marhabaind_gh,3930,theburgerbae_milanspizzeriap_ue,900,Out of Range
thefrenchtoastf_princedelimarke_gh,9090,thefrenchtoastf_princedelimarke_ue,1439,Out of Range
franksphi_villagecaf_gh,10080,franksphillyche_sicilianpizzabr_ue,1439,Out of Range
halalindianmons_desideli_gh,7560,halalindianmons_desideli_ue,1230,Out of Range
coffeecrem_originalpi_gh,8400,coffeecremasnob_olivesorganicma_ue,8400,In Range
thepastast_americanch_gh,5460,thepastastory_mrpizzaman_ue,690,Out of Range
maryssala_wesamdeli_gh,8400,maryssaladco_citideli_ue,10073,Out of Range
thepancake_1stavegour_gh,10080,thepancakesnob_goldstreetmarke_ue,7560,Out of Range
thefrenchf_tlkitche_gh,4620,thefrenchfriesg_gaters_ue,5040,Out of Range
chelseasb_mrpizzama_gh,20160,chelseasbreakfa_bigfamousdeligr_ue,10073,Out of Range
albertosh_wesamdeli_gh,7980,albertosherosan_citideli_ue,1439,Out of Range
theomelettefarm_paninicafe_gh,10080,theomelettefarm_paninicafe_ue,1439,Out of Range
greenssala_olivesorga_gh,7560,greenssaladgod_allnitepizza_ue,1080,Out of Range
halalchickenspo_frescopizzagril_gh,7995,halalchick_frescopizz_ue,1140,Out of Range
midtownquesadil_lincolngourmetd_gh,10080,midtownquesadil_lincolngourmetd_ue,1439,Out of Range
bigeswrap_milanspiz_gh,7980,bigeswraps_lemontreegourme_ue,10073,Out of Range
wrapsontap_tlkitche_gh,4620,wrapsontap_gaters_ue,5040,Out of Range
savorychaa_goldstreet_gh,4200,savorychaathous_canteendesidhab_ue,780,Out of Range
thesandwic_citideli_gh,6480,thesandwichcafe_headlinesdiner_ue,5760,Out of Range
thesaladgo_mrpizzama_gh,6000,thesaladgod_salsplacedeligr_ue,6720,Out of Range
divyasdum_goldstreet_gh,4200,divyasdumbiryan_canteendesidhab_ue,390,Out of Range
headlinesm_gaters_gh,5640,headlinesmexica_miyucatan_ue,780,Out of Range
bigeswrap_milanspiz_gh,7980,bigeswraps_lemontreegourme_ue,1439,Out of Range
amoreitaliandes_princedelimarke_gh,6750,amoreitaliandes_princedelimarke_ue,1439,Out of Range
romanspiz_allnitepiz_gh,5400,romanspizzaoven_mrpizzaman_ue,780,Out of Range
finishline_frescopizz_gh,6480,finishlineburge_classicpizza_ue,900,Out of Range
nybreakfas_originalpi_gh,7860,nybreakfastspot_olivesorganicma_ue,1140,Out of Range
thepaniniprojec_princedelimarke_gh,9090,thepaniniprojec_princedelimarke_ue,1439,Out of Range
theburgers_heavenlyma_gh,6720,theburgerstack_chelseafinefood_ue,10073,Out of Range
indianbiry_newyorktha_gh,5040,indianbiryanisn_marhabaindian_ue,4830,Out of Range
jrsphilly_sicilianpi_gh,5880,jrsphillycheese_plazamarketquee_ue,1439,Out of Range
maryssala_wesamdeli_gh,8400,maryssaladco_citideli_ue,1439,Out of Range
palmtreeju_1upbistro_gh,3060,palmtreejuiceba_farmerspizzagri_ue,840,Out of Range
palmtreeju_originalpi_gh,8400,palmtreejuiceba_olivesorganicma_ue,1140,Out of Range
chickensal_paninigril_gh,10080,chickensaladbar_seaportdeli_ue,1439,Out of Range
beemansburgerba_chelseapapaya_gh,10080,beemansburgerba_chelseapapaya_ue,10073,Out of Range
londonsfishnchi_chelseapapaya_gh,10080,londonsfishnchi_chelseapapaya_ue,10073,Out of Range
thechicken_omegsalad_gh,8400,thechickendream_omegasaladbarde_ue,1439,Out of Range
friedchick_mrpizzama_gh,10080,friedchickenco_salsplacedeligr_ue,1439,Out of Range
sashassan_omegasalad_gh,10080,sashassandwiche_remedydiner_ue,1439,Out of Range
thehotpanc_originalpi_gh,7440,thehotpancake_olivesorganicma_ue,1200,Out of Range
highlifepi_1upbistro_gh,5580,highlifepizzas_farmerspizzagri_ue,780,Out of Range
richmonds_originalpi_gh,7860,richmondsburger_olivesorganicma_ue,8400,Out of Range
dripcheckc_sicilianpi_gh,5880,dripcheckcoffee_plazamarketquee_ue,1439,Out of Range
vegetarian_goldstreet_gh,5700,vegetarianindia_canteendesidhab_ue,390,Out of Range
maryswaff_olivesorga_gh,7140,maryswafflebar_allnitepizza_ue,1080,Out of Range
freshnfrui_originalpi_gh,7440,freshnfruitysmo_olivesorganicma_ue,1140,Out of Range
saladsnsou_paninigril_gh,7560,saladsnsoupssta_remedydiner_ue,1439,Out of Range
chucksche_aladdinsk_gh,10080,chuckscheeseste_chelseafinefood_ue,1049,Out of Range
chocolatecakesp_daddysdelights_gh,5880,chocolatecakesp_daddysdelights_ue,900,Out of Range
indiasqui_vbiryaniz_gh,5040,indiasquickbite_marhabaindian_ue,4830,Out of Range
stansburgerbar_paninicafe_gh,10080,stansburgerbar_paninicafe_ue,1439,Out of Range
alyssasdes_bigfamousd_gh,6090,alyssasdessertb_modenapizzaicec_ue,900,Out of Range
goldenbear_paninicafe_gh,5310,goldenbearsandw_villagecafegril_ue,630,Out of Range
siponsmoot_allnitepiz_gh,6480,siponsmoothie_eastsidedeli_ue,930,Out of Range
breakfastb_americanch_gh,5400,breakfastburrit_mrpizzaman_ue,4680,Out of Range
bombayseaf_tlkitche_gh,5040,bombayseafoodgr_marhabaindian_ue,720,Out of Range
angeloswr_paninigril_gh,10080,angeloswrapssho_seaportdeli_ue,10073,Out of Range
thefrenchf_bigfamousd_gh,8400,thefrenchfriesg_omegasaladbarde_ue,6930,Out of Range
